C50/C50train/AlexanderSmith/223300newsML.txt 
term tf-idf document_term_frequency
hitoshi 0.0 0
nakama 0.0 0
man-kwong 0.0 0
albert 0.0 0
ho 0.0 0
provoc 0.0 0
decades-old 0.0 0
ultra-rightist 0.0 0
stormi 0.0 0
elizabeth' 0.0 0
pla 0.0 0
major-gener 0.0 0
borong 0.0 0
recc 0.0 0
brightly-colour 0.0 0
placard 0.0 0
$81,500 0.0 0
hypocrisi 0.0 0
midweek 0.0 0
non-visit 0.0 0
soverignti 0.0 0
586 0.0 0
ping 0.0 0
government-fund 0.0 0
or...privileg 0.0 0
regiment 0.0 0
10,000-strong 0.0 0
ct9 0.0 0
british-control 0.0 0
tsingyi 0.0 0
ct8 0.0 0
sea-land 0.0 0
hutchison 0.0 0
whampoa 0.0 0
feeder 0.0 0
teu 0.0 0
straddl 0.0 0
ip 0.0 0
prc 0.0 0
aldridg 0.0 0
28436441 0.0 0
yachtsmen 0.0 0
courteou 0.0 0
aloud 0.0 0
uproari 0.0 0
applaus 0.0 0
mandarin 0.0 0
choi 0.0 0
chung-yung 0.0 0
queen' 0.0 0
skylin 0.0 0
metropoli 0.0 0
flutter 0.0 0
one-wai 0.0 0
dispair 0.0 0
china-born 0.0 0
son' 0.0 0
hk$130,000 0.0 0
us$16,800 0.0 0
hk$40,000 0.0 0
us$5,175 0.0 0
proudli 0.0 0
speedboat 0.0 0
ying 0.0 0
hk$2,000 0.0 0
hk$4,000 0.0 0
smuggler 0.0 0
snakehead 0.0 0
1,449 0.0 0
540 0.0 0
7,406 0.0 0
23,180 0.0 0
chung 0.0 0
yeuk-lam 0.0 0
amnesti 0.0 0
myth 0.0 0
simplest 0.0 0
triumphant 0.0 0
jubil 0.0 0
12-citi 0.0 0
freewheel 0.0 0
quasi 0.0 0
declaration...thei 0.0 0
lee' 0.0 0
counterpoint 0.0 0
us$81,500 0.0 0
hk$2.5 0.0 0
us$323,000 0.0 0
hk$7.73 0.0 0
bfb 0.0 0
bagpip 0.0 0
melson 0.0 0
air-condit 0.0 0
replet 0.0 0
disc-jockei 0.0 0
soundproof 0.0 0
styrofoam 0.0 0
works! 0.0 0
percival 0.0 0
container' 0.0 0
suen 0.0 0
outlaw 0.0 0
rightfulli 0.0 0
canvass 0.0 0
three-week 0.0 0
rollback 0.0 0
farfetch 0.0 0
suggestion...th 0.0 0
ennact 0.0 0
yeung 0.0 0
howl 0.0 0
beijing-back 0.0 0
tsang 0.0 0
kin-sh 0.0 0
outcri 0.0 0
elsi 0.0 0
tu 0.0 0
law-abid 0.0 0
alarmist 0.0 0
erica 0.0 0
ng 0.0 0
hammerbeck 0.0 0
amcham 0.0 0
us$30 0.0 0
domingo 0.0 0
siazon 0.0 0
expatri 0.0 0
manila' 0.0 0
holder' 0.0 0
passport 0.0 0
sar 0.0 0
filipina 0.0 0
cynthia 0.0 0
tellez 0.0 0
diaspora 0.0 0
us$7 0.0 0
multiple-entri 0.0 0
consul-gener 0.0 0
boucher 0.0 0
samoa 0.0 0
trinidad 0.0 0
tobago 0.0 0
namibia 0.0 0
benin 0.0 0
marino 0.0 0
visa-fre 0.0 0
apply...th 0.0 0
regina 0.0 0
passports...a 0.0 0
endeavour 0.0 0
ambassad 0.0 0
sasser 0.0 0
compendium 0.0 0
submissions...what 0.0 0
loh 0.0 0
self-censorship 0.0 0
heinou 0.0 0
ngai 0.0 0
shiu-kit 0.0 0
china-control 0.0 0
7.74 0.0 0
fernow 0.0 0
vicker 0.0 0
balla 0.0 0
everbright-ihd 0.0 0
unicom 0.0 0
mpt 0.0 0
xiaohua 0.0 0
snowbal 0.0 0
sixty-six 0.0 0
liaison 0.0 0
forti 0.0 0
zhenwu 0.0 0
send-off 0.0 0
beret 0.0 0
crisply-starch 0.0 0
1.00 0.0 0
audi 0.0 0
sek 0.0 0
stonecutt 0.0 0
196 0.0 0
worn 0.0 0
kwan-yiu 0.0 0
froze 0.0 0
fist-fight 0.0 0
unfinish 0.0 0
ever-strong 0.0 0
kingswood 0.0 0
hk$4,793 0.0 0
us$620 0.0 0
264 0.0 0
sanctuari 0.0 0
chin-shek 0.0 0
british-run 0.0 0
nineteen 0.0 0
leave...it 0.0 0
anti-democraci 0.0 0
candlelit 0.0 0
taisong 0.0 0
chai 0.0 0
ling 0.0 0
jlg 0.0 0
jihua 0.0 0
davies' 0.0 0
comunist 0.0 0
democratically-elect 0.0 0
unilater 0.0 0
inth 0.0 0
twilight 0.0 0
unwarr 0.0 0
290,000 0.0 0
shockwav 0.0 0
nihal 0.0 0
jayawickrama 0.0 0
objection 0.0 0
china-inspir 0.0 0
popstar 0.0 0
song-writ 0.0 0
solo 0.0 0
lyric 0.0 0
ex-ship 0.0 0
photographers' 0.0 0
flashlight 0.0 0
lavend 0.0 0
elegantli 0.0 0
scarf 0.0 0
medlei 0.0 0
homecom 0.0 0
lyricist 0.0 0
heartthrob 0.0 0
jacki 0.0 0
kwok 0.0 0
yeh 0.0 0
consumm 0.0 0
lady-to-b 0.0 0
accolad 0.0 0
pleasantli 0.0 0
arch-fo 0.0 0
npc...so 0.0 0
well-worn 0.0 0
pulse-tak 0.0 0
china-anoint 0.0 0
mum 0.0 0
58.5 0.0 0
hk$11.18 0.0 0
reporters' 0.0 0
pinpoint 0.0 0
cathai 0.0 0
dragon 0.0 0
hk$0.80 0.0 0
hk$15.00 0.0 0
7.745 0.0 0
98.76 0.0 0
12.27 0.0 0
29.7 0.0 0
70.19 0.0 0
173.4 0.0 0
kidd 0.0 0
viger 0.0 0
franci 0.0 0
knee-jerk 0.0 0
hk$140 0.0 0
us$18 0.0 0
nymex 0.0 0
hkfe 0.0 0
mutual-offset 0.0 0
nymex' 0.0 0
simex 0.0 0
sluggishli 0.0 0
linkup 0.0 0
gratifi 0.0 0
shown...and 0.0 0
hkse 0.0 0
unlead 0.0 0
rake 0.0 0
iver 0.0 0
presold 0.0 0
presal 0.0 0
sprung 0.0 0
midlevel 0.0 0
pricier 0.0 0
buyer' 0.0 0
toh 0.0 0
wong 0.0 0
shau-ke 0.0 0
irk 0.0 0
2843-6441 0.0 0
scof 0.0 0
tam 0.0 0
yiu-chung 0.0 0
legislature...it 0.0 0
leung 0.0 0
internationally-known 0.0 0
bookish 0.0 0
demeanour 0.0 0
maestro 0.0 0
58-year-old 0.0 0
honest 0.0 0
kong--although 0.0 0
hark 0.0 0
forthright 0.0 0
kuomintang 0.0 0
devout 0.0 0
loudli 0.0 0
badmouth 0.0 0
rights..."we'l 0.0 0
graft-bust 0.0 0
ben 0.0 0
kwong 0.0 0
dharmala 0.0 0
icac 0.0 0
purportedli 0.0 0
bogu 0.0 0
hk$0.075 0.0 0
hk$2.90 0.0 0
reprint 0.0 0
hk$11.7 0.0 0
us$1.51 0.0 0
'why 0.0 0
risk?' 0.0 0
hk$7.74 0.0 0
http://www.hk97.com 0.0 0
dazzl 0.0 0
illumin 0.0 0
harbourfront 0.0 0
hour-long 0.0 0
extravaganza 0.0 0
lantern 0.0 0
firework 0.0 0
bezark 0.0 0
hk$100 0.0 0
us$13 0.0 0
punctili 0.0 0
clockwork 0.0 0
fairi 0.0 0
miniatur 0.0 0
strung 0.0 0
cordoned-off 0.0 0
crate 0.0 0
hk$119 0.0 0
us$15.4 0.0 0
boc 0.0 0
1997...it 0.0 0
clarina 0.0 0
level-plai 0.0 0
cronyism 0.0 0
well-mean 0.0 0
vigilantli 0.0 0
formula...foreign 0.0 0
20.5 0.0 0
us$1.4 0.0 0
hk$2,450 0.0 0
us$316.9 0.0 0
1917 0.0 0
4,470 0.0 0
7,240 0.0 0
3,420 0.0 0
4,090 0.0 0
whir 0.0 0
walk-in 0.0 0
facelift 0.0 0
street-sleep 0.0 0
theiur 0.0 0
pot 0.0 0
fenc 0.0 0
dolphin 0.0 0
orchid 0.0 0
glassi 0.0 0
chronicl 0.0 0
famous 0.0 0
bellboi 0.0 0
chambermaid 0.0 0
schoolmast 0.0 0
hustl 0.0 0
geographi 0.0 0
nightlif 0.0 0
front-lin 0.0 0
whim 0.0 0
newsmen 0.0 0
sling-bag 0.0 0
giveawai 0.0 0
courtesi 0.0 0
top-notch 0.0 0
mischief 0.0 0
lintel 0.0 0
jw 0.0 0
marriot 0.0 0
28th 0.0 0
peachi 0.0 0
dieken 0.0 0
yuk-kai 0.0 0
sinist 0.0 0
'security' 0.0 0
'nation 0.0 0
security' 0.0 0
freest 0.0 0
seurity' 0.0 0
inveter 0.0 0
embolden 0.0 0
things--what 0.0 0
children--bi 0.0 0
taxi-driv 0.0 0
shing 0.0 0
wai-pong 0.0 0
malaysian-chines 0.0 0
free-wheel 0.0 0
government-subsidis 0.0 0
remedi 0.0 0
dwyer 0.0 0
tight...if 0.0 0
587 0.0 0
rezon 0.0 0
lamb 0.0 0
sino 0.0 0
hk$11.82 0.0 0
us$1.53 0.0 0
mouthpiec 0.0 0
beijing-fund 0.0 0
mid-mai 0.0 0
1,503 0.0 0
us$1.185 0.0 0
'don't 0.0 0
say,' 0.0 0
emili 0.0 0
preach 0.0 0
china-craft 0.0 0
selina 0.0 0
chow 0.0 0
60-strong 0.0 0
helium-fil 0.0 0
naval 0.0 0
hm 0.0 0
tamar 0.0 0
1840 0.0 0
bryan 0.0 0
dutton 0.0 0
157 0.0 0
plover 0.0 0
peacock 0.0 0
starl 0.0 0
squadron 0.0 0
ensign 0.0 0
gweilo 0.0 0
grate 0.0 0
denis 0.0 0
1.74 0.0 0
$308 0.0 0
23.65 0.0 0
16.80 0.0 0
edinburg 0.0 0
17.1 0.0 0
chahin 0.0 0
leroi 0.0 0
236 0.0 0
rocher 0.0 0
nina 0.0 0
laurent 0.0 0
gallet' 0.0 0
renta 0.0 0
cleef 0.0 0
arpel 0.0 0
38-percent 0.0 0
5.646 0.0 0
missiles-to-publish 0.0 0
breton 0.0 0
cassett 0.0 0
745 0.0 0
5.747 0.0 0
jerom 0.0 0
monod 0.0 0
1858 0.0 0
lessep 0.0 0
$690 0.0 0
gartmor 0.0 0
63-percent 0.0 0
sgb 0.0 0
stalk 0.0 0
saviour 0.0 0
mestrallet' 0.0 0
tractebel 0.0 0
suez' 0.0 0
suez/lyonnais 0.0 0
multi-servic 0.0 0
5.797 0.0 0
mediterrane 0.0 0
med 0.0 0
trigano 0.0 0
bourguignon 0.0 0
disneyland 0.0 0
1995-96 0.0 0
743 0.0 0
$131.3 0.0 0
credibility...h 0.0 0
thibaut 0.0 0
simonnet 0.0 0
bouguignon 0.0 0
turnround 0.0 0
956,611 0.0 0
1152 0.0 0
0.43 0.0 0
accor 0.0 0
bouguignon' 0.0 0
1996-97 0.0 0
oddo 0.0 0
overweight 0.0 0
underweight 0.0 0
820 0.0 0
trident 0.0 0
aquariu 0.0 0
liner 0.0 0
debt/equ 0.0 0
cross-sharehold 0.0 0
1$ 0.0 0
5.659 0.0 0
telecomun 0.0 0
$131.4 0.0 0
36.27 0.0 0
dasa 0.0 0
bae 0.0 0
allur 0.0 0
5.668 0.0 0
dimens 0.0 0
matra-ba 0.0 0
lionel 0.0 0
jospin 0.0 0
rpr/udf 0.0 0
re-sel 0.0 0
791 0.0 0
fighter-aircraft 0.0 0
824 0.0 0
753 0.0 0
1.30 0.0 0
437 0.0 0
431 0.0 0
framatome' 0.0 0
justfifi 0.0 0
pilot' 0.0 0
bottom-lin 0.0 0
alsthom' 0.0 0
asea 0.0 0
boveri 0.0 0
memoranda 0.0 0
two-round 0.0 0
warplan 0.0 0
alcatel-dassault 0.0 0
25-billion 0.0 0
miltari 0.0 0
syngeri 0.0 0
eurofranc 0.0 0
gec-marconi 0.0 0
sonar 0.0 0
36.3 0.0 0
renault 0.0 0
psa 0.0 0
peugeot 0.0 0
citroen 0.0 0
47.2 0.0 0
43.51 0.0 0
renault' 0.0 0
psa' 0.0 0
7.36 0.0 0
vilvoord 0.0 0
498,200 0.0 0
381,000 0.0 0
270,100 0.0 0
berlingo 0.0 0
67,500 0.0 0
5.742 0.0 0
airbus' 0.0 0
lockheed' 0.0 0
parent-compani 0.0 0
combat-plan 0.0 0
aerospatiale' 0.0 0
555-seater 0.0 0
alenia 0.0 0
finmecanicca 0.0 0
fuselag 0.0 0
f22 0.0 0
812 0.0 0
exasper 0.0 0
palpabl 0.0 0
425 0.0 0
7.44 0.0 0
direcli 0.0 0
perimet 0.0 0
1.175 0.0 0
extremi 0.0 0
irrepar 0.0 0
dasa' 0.0 0
maximalist 0.0 0
minimalist 0.0 0
overstretch 0.0 0
mcdonnell' 0.0 0
vest 0.0 0
uncompetit 0.0 0
bae' 0.0 0
prism 0.0 0
/plc 0.0 0
long-suff 0.0 0
prospectus 0.0 0
mop 0.0 0
common-sens 0.0 0
eurotunnel' 0.0 0
225-strong 0.0 0
cambier 0.0 0
cambier' 0.0 0
shut-down 0.0 0
adact 0.0 0
rehears 0.0 0
sophi 0.0 0
l'helia 0.0 0
laywer 0.0 0
5.790 0.0 0
906 0.0 0
glorifi 0.0 0
indirectly-held 0.0 0
one-and-a-half 0.0 0
weakli 0.0 0
nineti 0.0 0
317 0.0 0
dumez 0.0 0
0.35 0.0 0
286.90 0.0 0
1100 0.0 0
sofinco 0.0 0
gtm-entrepos 0.0 0
saint-gobain 0.0 0
glass-mak 0.0 0
dicuss 0.0 0
$13.9 0.0 0
3.96 0.0 0
1.15 0.0 0
piggi 0.0 0
ecol 0.0 0
polytechniqu 0.0 0
d'administr 0.0 0
ena 0.0 0
delor 0.0 0
panafieu 0.0 0
fast-track 0.0 0
monod' 0.0 0
morin-postel 0.0 0
credisuez 0.0 0
whitehal 0.0 0
vultur 0.0 0
directorship 0.0 0
gtm 0.0 0
entrepos 0.0 0
5.689 0.0 0
3.04 0.0 0
$597 0.0 0
618 0.0 0
junior-rank 0.0 0
undershot 0.0 0
near-consensu 0.0 0
debt-restructur 0.0 0
2004 0.0 0
2,266 0.0 0
3,710 0.0 0
304,032 0.0 0
145,861 0.0 0
566,247 0.0 0
279,449 0.0 0
transmanch 0.0 0
malpa 0.0 0
cookson 0.0 0
groups' 0.0 0
sgb' 0.0 0
50.3 0.0 0
lyonnaise' 0.0 0
howver 0.0 0
elyo 0.0 0
henin 0.0 0
5.789 0.0 0
$34.5 0.0 0
3.50 0.0 0
24.60 0.0 0
8.20 0.0 0
merger-takeov 0.0 0
grandest 0.0 0
colossu 0.0 0
ex-wal 0.0 0
gualino 0.0 0
rapid-fir 0.0 0
scath 0.0 0
slang 0.0 0
fad 0.0 0
deaf 0.0 0
thumbnail 0.0 0
owner-manag 0.0 0
investir 0.0 0
$12.2 0.0 0
d'investiss 0.0 0
cip 0.0 0
saarbruck 0.0 0
insead 0.0 0
fontainebleau 0.0 0
fgi 0.0 0
agefi 0.0 0
5.718 0.0 0
thirty-four 0.0 0
evacu 0.0 0
cross-tunnel 0.0 0
straightawai 0.0 0
uncoupl 0.0 0
truck-carri 0.0 0
hgv 0.0 0
153,796 0.0 0
158,494 0.0 0
500,899 0.0 0
389,069 0.0 0
230,753 0.0 0
207,417 0.0 0
225-member 0.0 0
$452 0.0 0
$727 0.0 0
mdd 0.0 0
togther 0.0 0
twin-rotor 0.0 0
oberv 0.0 0
subcontractor 0.0 0
$868 0.0 0
non-consum 0.0 0
119.5 0.0 0
41.7 0.0 0
sofivis 0.0 0
6.65 0.0 0
644 0.0 0
2018 0.0 0
$8.8 0.0 0
ste 0.0 0
industriel 0.0 0
construccion 0.0 0
aeronautica 0.0 0
schweitzer 0.0 0
flander 0.0 0
belgain 0.0 0
24.6 0.0 0
33.6 0.0 0
flemish 0.0 0
825 0.0 0
4.02 0.0 0
141 0.0 0
1,641 0.0 0
1,735 0.0 0
job-cut 0.0 0
portug 0.0 0
plane-mak 0.0 0
$690.3 0.0 0
1.716 0.0 0
282.90 0.0 0
$48.79 0.0 0
171,495 0.0 0
0.37 0.0 0
0.63 0.0 0
gaull 0.0 0
orli 0.0 0
york' 0.0 0
jfk 0.0 0
york-newark 0.0 0
cdg 0.0 0
coggin 0.0 0
code-shar 0.0 0
continental' 0.0 0
kozar 0.0 0
intergovernment 0.0 0
abba 0.0 0
$863 0.0 0
$587 0.0 0
strife 0.0 0
baumgarten 0.0 0
blanc 0.0 0
200-million 0.0 0
anne-mari 0.0 0
idrac 0.0 0
law...but 0.0 0
inter 0.0 0
tat 0.0 0
bled 0.0 0
libert 0.0 0
bankrupcti 0.0 0
aom 0.0 0
interc 0.0 0
three-citi 0.0 0
klm 0.0 0
lufthansa 0.0 0
britair 0.0 0
eurow 0.0 0
jal 0.0 0
$358 0.0 0
$17.5 0.0 0
lyonnais' 0.0 0
$692 0.0 0
$83 0.0 0
$156 0.0 0
denunci 0.0 0
dehaen 0.0 0
figure...that 0.0 0
face-off 0.0 0
machou 0.0 0
leven 0.0 0
220-strong 0.0 0
1.79 0.0 0
806 0.0 0
7.196 0.0 0
2.266 0.0 0
klesch 0.0 0
pencil 0.0 0
pre-interest 0.0 0
121 0.0 0
benign 0.0 0
p&amp;o 0.0 0
stena 0.0 0
13-15 0.0 0
branson 0.0 0
lcr 0.0 0
planes-to-missil 0.0 0
michaud 0.0 0
alstom 0.0 0
matra/ba 0.0 0
electronics-to-publish 0.0 0
transnat 0.0 0
loud 0.0 0
5.760 0.0 0
cutthroat 0.0 0
publishing-to-missil 0.0 0
signaal 0.0 0
dcn 0.0 0
shipyard 0.0 0
jealous 0.0 0
49-percent 0.0 0
stn 0.0 0
atla 0.0 0
rheinmetal 0.0 0
badenwerk 0.0 0
anglo-german 0.0 0
baesema 0.0 0
sema 0.0 0
fayett 0.0 0
stealth 0.0 0
frigat 0.0 0
thonson-csf 0.0 0
aero-engin 0.0 0
p&amp;w' 0.0 0
p&amp;w 0.0 0
98,000 0.0 0
f15 0.0 0
f16 0.0 0
connecticut-bas 0.0 0
propuls 0.0 0
swissair 0.0 0
full-thrust 0.0 0
f100 0.0 0
f22' 0.0 0
f119 0.0 0
rolls-royc 0.0 0
razor-thin 0.0 0
25-or-so 0.0 0
0.78 0.0 0
194.5 0.0 0
1250 0.0 0
0.19 0.0 0
5.778 0.0 0
1,650 0.0 0
gradualist 0.0 0
computer-rel 0.0 0
consulting' 0.0 0
mckinsei 0.0 0
1913 0.0 0
weinbach 0.0 0
ketchen 0.0 0
scotiamcleod 0.0 0
calgary' 0.0 0
71-million-ounc 0.0 0
us$1.2 0.0 0
c$30 0.0 0
c$23.50 0.0 0
vancouv 0.0 0
manouevr 0.0 0
siti 0.0 0
hardiyanti 0.0 0
rukmana 0.0 0
dome' 0.0 0
willson 0.0 0
chad 0.0 0
much-watch 0.0 0
301,000 0.0 0
60,900 0.0 0
13.80 0.0 0
613 0.0 0
235-6745 0.0 0
french-languag 0.0 0
quebeck 0.0 0
french-speak 0.0 0
quebec' 0.0 0
50.6 0.0 0
49.4 0.0 0
ducepp 0.0 0
quebecoi 0.0 0
gaff 0.0 0
charest 0.0 0
alexa 0.0 0
mcdonough 0.0 0
proclaimed: 0.0 0
tonight 0.0 0
re-launch 0.0 0
nation-bas 0.0 0
quad 0.0 0
coat 0.0 0
cambior 0.0 0
46.92 0.0 0
us$150 0.0 0
bradbrook 0.0 0
ondaatj 0.0 0
mccutcheon 0.0 0
0.05 0.0 0
25.05 0.0 0
thriller: 0.0 0
sewn 0.0 0
teck 0.0 0
edict 0.0 0
barrick-bre-x 0.0 0
hors 0.0 0
c$1.10 0.0 0
c$24.45 0.0 0
c$1.90 0.0 0
c$23.35 0.0 0
boldli 0.0 0
undisput 0.0 0
merukh' 0.0 0
aleck 0.0 0
trawick 0.0 0
lars-er 0.0 0
johansson 0.0 0
unauthor 0.0 0
salathiel 0.0 0
'96 0.0 0
goldi 0.0 0
sidewai 0.0 0
us$4 0.0 0
us$3.46 0.0 0
patricia 0.0 0
mohr 0.0 0
us$0.29 0.0 0
us$0.33 0.0 0
c$0.18 0.0 0
c$0.47 0.0 0
416-941-8104 0.0 0
duo 0.0 0
suav 0.0 0
unnatur 0.0 0
david-and-goliath 0.0 0
epitom 0.0 0
grandios 0.0 0
tenni 0.0 0
munk' 0.0 0
recreat 0.0 0
clairton 0.0 0
$7,400 0.0 0
$148,000 0.0 0
multi-millionair 0.0 0
jeannett 0.0 0
sigit 0.0 0
harjojudan 0.0 0
sigit' 0.0 0
eclips 0.0 0
otto 0.0 0
poehl 0.0 0
$18.25 0.0 0
c$5.9 0.0 0
c$160 0.0 0
$116 0.0 0
10-for-on 0.0 0
c$40 0.0 0
stubborn 0.0 0
achil 0.0 0
cbc 0.0 0
newsworld 0.0 0
51.1 0.0 0
50.5 0.0 0
statscan 0.0 0
lavign 0.0 0
400,000-member 0.0 0
cahadian 0.0 0
comeback 0.0 0
295 0.0 0
c$50-million 0.0 0
vic 0.0 0
anvil 0.0 0
faro 0.0 0
cream 0.0 0
potash 0.0 0
noranda 0.0 0
$14.8 0.0 0
noranda' 0.0 0
alcan 0.0 0
one-c 0.0 0
lucienn 0.0 0
robillard 0.0 0
$180,000 0.0 0
c$450,000 0.0 0
c$350,000 0.0 0
c$3.75 0.0 0
33,000 0.0 0
kickoff 0.0 0
left-lean 0.0 0
ndp 0.0 0
right' 0.0 0
left' 0.0 0
middle-of-the-road 0.0 0
lick 0.0 0
short-chang 0.0 0
us$4.3 0.0 0
c$16 0.0 0
c$24.3 0.0 0
$17.4 0.0 0
perplex 0.0 0
counter-propos 0.0 0
placer' 0.0 0
undaunt 0.0 0
leggatt 0.0 0
syakareni 0.0 0
67.5 0.0 0
askatindo' 0.0 0
renato 0.0 0
ruggiero 0.0 0
acce 0.0 0
130-member 0.0 0
wto' 0.0 0
is: 0.0 0
barshefski 0.0 0
softwood 0.0 0
garant 0.0 0
whalen 0.0 0
beliveau 0.0 0
us$370 0.0 0
tbf 0.0 0
canada-u. 0.0 0
fee-fre 0.0 0
lumber/year 0.0 0
us$50 0.0 0
us$100 0.0 0
withheld 0.0 0
scotiabank 0.0 0
toronto: 0.0 0
yane 0.0 0
marleau 0.0 0
lemir 0.0 0
macdonald 0.0 0
dartmouth 0.0 0
west: 0.0 0
us$405 0.0 0
28.75 0.0 0
613-235-6745 0.0 0
helms-burton 0.0 0
brittan 0.0 0
quadrilater 0.0 0
uhit 0.0 0
nafta 0.0 0
anti-cuba 0.0 0
throught 0.0 0
there'd 0.0 0
agreeement 0.0 0
eggleton 0.0 0
c$0.50 0.0 0
blank 0.0 0
416-941-8100 0.0 0
zaire' 0.0 0
mobutu 0.0 0
sese 0.0 0
seko 0.0 0
zair 0.0 0
prostat 0.0 0
mobuto 0.0 0
kinshasa 0.0 0
western-impos 0.0 0
mccurri 0.0 0
solout 0.0 0
creatur 0.0 0
chaprter 0.0 0
rwandan 0.0 0
zairean 0.0 0
canadian-l 0.0 0
airdrop 0.0 0
machet 0.0 0
617,500-hectar 0.0 0
temagami 0.0 0
basa 0.0 0
1973 0.0 0
raucou 0.0 0
environmentalist 0.0 0
denomm 0.0 0
crap 0.0 0
severin 0.0 0
copper-zinc 0.0 0
timmin 0.0 0
gendron 0.0 0
aborigin 0.0 0
innu 0.0 0
inuit 0.0 0
scholarship 0.0 0
imprint 0.0 0
fields' 0.0 0
3,125,631 0.0 0
36.5 0.0 0
anglo 0.0 0
pierina 0.0 0
pascua 0.0 0
gignac 0.0 0
us$56 0.0 0
us$0.15 0.0 0
us$78 0.0 0
us$0.22 0.0 0
us$218 0.0 0
us$0.60 0.0 0
us$292 0.0 0
us$0.82 0.0 0
35.70 0.0 0
26-1/2 0.0 0
nation)-consist 0.0 0
reg 0.0 0
whitak 0.0 0
liberals' 0.0 0
burner 0.0 0
feebl 0.0 0
minden 0.0 0
leaders' 0.0 0
country-specif 0.0 0
muchtar 0.0 0
pakpahan 0.0 0
convei 0.0 0
pakpahan' 0.0 0
mudsling 0.0 0
racism 0.0 0
reform' 0.0 0
sikh 0.0 0
parties' 0.0 0
crucifi 0.0 0
tori 0.0 0
manning' 0.0 0
election 0.0 0
name-cal 0.0 0
sexism 0.0 0
sexist 0.0 0
mcclelland 0.0 0
sheila 0.0 0
copp 0.0 0
bitch 0.0 0
rigaux 0.0 0
homosexu 0.0 0
gai 0.0 0
bigot 0.0 0
anti-immigr 0.0 0
hasan' 0.0 0
harbor 0.0 0
larabi 0.0 0
belo 0.0 0
backup 0.0 0
ftaa 0.0 0
bolivia 0.0 0
impedi 0.0 0
cleari 0.0 0
said."argentina 0.0 0
c$2.5 0.0 0
$1.79 0.0 0
$802 0.0 0
insulza 0.0 0
pedest 0.0 0
bautista 0.0 0
quebec-born 0.0 0
lucien 0.0 0
bouchard 0.0 0
sovereigntist 0.0 0
quebec: 0.0 0
non-quebeck 0.0 0
niagara 0.0 0
falls: 0.0 0
decentr 0.0 0
old-lin 0.0 0
federalist 0.0 0
neck-and-neck 0.0 0
vote-rich 0.0 0
36-dai 0.0 0
bal 0.0 0
sandhu 0.0 0
ottawa' 0.0 0
mushka 0.0 0
revil 0.0 0
knowlton 0.0 0
credenti 0.0 0
western-typ 0.0 0
inmet 0.0 0
months: 0.0 0
antamina 0.0 0
algom 0.0 0
bellow 0.0 0
clench 0.0 0
fist 0.0 0
c$364 0.0 0
denison 0.0 0
c$355 0.0 0
bougrin 0.0 0
tunisia 0.0 0
izok 0.0 0
cay 0.0 0
troilu 0.0 0
petaquilla 0.0 0
adrian 0.0 0
c$17 0.0 0
c$185 0.0 0
8.85 0.0 0
11.13 0.0 0
tvx 0.0 0
million-ounce-a-year 0.0 0
davis' 0.0 0
britannia 0.0 0
berardi 0.0 0
sangster 0.0 0
rtz-cra 0.0 0
baer 0.0 0
greec 0.0 0
423,000 0.0 0
kassandra 0.0 0
unsettl 0.0 0
14.85 0.0 0
7.50 0.0 0
crevic 0.0 0
resurrect 0.0 0
lamarch 0.0 0
moan 0.0 0
amber 0.0 0
moderator' 0.0 0
anti-climact 0.0 0
mcrobert 0.0 0
pro-sovereignti 0.0 0
francophon 0.0 0
feistier 0.0 0
chretien' 0.0 0
c$42 0.0 0
us$30.3 0.0 0
defecit 0.0 0
us$11.5 0.0 0
anglophon 0.0 0
shone 0.0 0
articul 0.0 0
charest' 0.0 0
shrift 0.0 0
conference' 0.0 0
trade-ori 0.0 0
self-emploi 0.0 0
186,000 0.0 0
195,000 0.0 0
sync 0.0 0
heather 0.0 0
scoffield 0.0 0
deport 0.0 0
airmen 0.0 0
mcgilli 0.0 0
hani 0.0 0
abdel-rahim 0.0 0
al-sayegh 0.0 0
sayegh' 0.0 0
gaetan 0.0 0
blai 0.0 0
sayegh 0.0 0
khobar 0.0 0
dhahran 0.0 0
hizbollah 0.0 0
fundamentalist 0.0 0
lebanon 0.0 0
baum 0.0 0
shi'it 0.0 0
syria 0.0 0
jaafar 0.0 0
chueikhat 0.0 0
syrian 0.0 0
ahm 0.0 0
ibrahim 0.0 0
ahmad 0.0 0
al-mughassil 0.0 0
copper-cobalt-nickel 0.0 0
c$350 0.0 0
$256 0.0 0
vbn 0.0 0
texan 0.0 0
metric 0.0 0
thiessen 0.0 0
jestin 0.0 0
above-potenti 0.0 0
18,700 0.0 0
38,000 0.0 0
19,300 0.0 0
44,000 0.0 0
lazar 0.0 0
solberg 0.0 0
martin' 0.0 0
donolo 0.0 0
715,000 0.0 0
aan 0.0 0
malnourish 0.0 0
hatchet 0.0 0
gallop 0.0 0
two-tier 0.0 0
setup 0.0 0
c$12.5 0.0 0
mclellan 0.0 0
c$4.8 0.0 0
dongsheng 0.0 0
gruell 0.0 0
marathon 0.0 0
all-night 0.0 0
yi 0.0 0
blatant 0.0 0
low-level 0.0 0
nationalist-rul 0.0 0
concernc 0.0 0
cloak 0.0 0
militaris 0.0 0
fence-mend 0.0 0
sandra 0.0 0
kristoff 0.0 0
eicher 0.0 0
limb 0.0 0
be...on 0.0 0
